case_id,case_type,court_name,ipc_section,duration_months,evidence_strength_score,prior_offenses,claimed_amount_inr,predicted_win_probability,case_outcome
CAS-2026-2068,Bail Application,Delhi High Court,IPC 120B (Criminal Conspiracy),5,0.2,0,8031827,76.3,Injunction Issued
CAS-2026-2069,Contract Violation,Supreme Court of India,NI Act 138 (Cheque Bounce),21,0.84,0,8535969,87.7,Case Dismissed
CAS-2026-2070,Cyber Fraud,Karnataka High Court,IT Act 66D,12,0.55,0,7236735,85.1,Bail Denied
CAS-2026-2071,Contract Violation,Delhi High Court,IPC 379 (Theft),4,0.11,0,8332823,47.1,Settlement Agreed
CAS-2026-2072,Criminal Breach of Trust,Supreme Court of India,IPC 120B (Criminal Conspiracy),42,0.81,0,2339665,63.9,Case Dismissed
CAS-2026-2073,Cyber Fraud,Delhi High Court,IPC 379 (Theft),20,0.97,0,6463395,46.7,Bail Denied
CAS-2026-2074,Divorce & Maintenance,Bombay High Court,IPC 498A (Cruelty),38,0.64,0,3523604,50.1,Bail Granted
CAS-2026-2075,Bail Application,Karnataka High Court,IT Act 66D,25,0.55,1,6184556,75.1,Settlement Agreed
CAS-2026-2076,Property Dispute,Madras High Court,IPC 379 (Theft),14,0.88,0,1944348,88.7,Bail Denied
CAS-2026-2077,Cheque Bounce u/s 138,Delhi High Court,IPC 498A (Cruelty),11,0.95,0,859848,51.0,Bail Granted
CAS-2026-2078,Bail Application,Bombay High Court,IPC 420 (Cheating),32,0.77,0,7200282,67.6,Settlement Agreed
CAS-2026-2079,Bail Application,Madras High Court,IPC 379 (Theft),11,0.5,0,9897885,90.5,Injunction Issued
CAS-2026-2080,Criminal Breach of Trust,Madras High Court,IT Act 66D,18,0.63,0,1692023,85.7,Settlement Agreed
CAS-2026-2081,Divorce & Maintenance,Delhi High Court,IPC 120B (Criminal Conspiracy),27,0.72,0,8610974,71.0,Injunction Issued
CAS-2026-2082,Cheque Bounce u/s 138,Supreme Court of India,IPC 498A (Cruelty),18,0.27,0,2393316,83.6,Injunction Issued
CAS-2026-2083,Cyber Fraud,Delhi High Court,IPC 120B (Criminal Conspiracy),23,0.5,1,9281252,71.1,Injunction Issued
CAS-2026-2084,Cyber Fraud,Bombay High Court,IT Act 66D,11,0.84,0,1639152,52.9,Case Dismissed
CAS-2026-2085,Cyber Fraud,Madras High Court,IPC 307 (Attempt to Murder),21,0.68,3,923837,51.2,Case Dismissed
CAS-2026-2086,Contract Violation,Delhi High Court,IPC 498A (Cruelty),44,0.47,0,8881384,54.4,Injunction Issued
CAS-2026-2087,Contract Violation,Supreme Court of India,IPC 379 (Theft),5,0.69,0,456440,62.5,Bail Granted
CAS-2026-2088,Property Dispute,Delhi High Court,IPC 498A (Cruelty),23,0.21,0,941618,91.5,Injunction Issued
CAS-2026-2089,Cheque Bounce u/s 138,Karnataka High Court,IPC 120B (Criminal Conspiracy),41,0.46,0,9450351,85.0,Bail Denied
CAS-2026-2090,Cyber Fraud,Supreme Court of India,IPC 420 (Cheating),25,0.81,0,6091233,66.6,Injunction Issued
CAS-2026-2091,Contract Violation,Bombay High Court,IPC 498A (Cruelty),41,0.3,0,4829124,69.7,Case Dismissed
CAS-2026-2092,Property Dispute,Madras High Court,IPC 379 (Theft),10,0.27,1,1135340,58.3,Case Dismissed
CAS-2026-2093,Divorce & Maintenance,Delhi High Court,IPC 307 (Attempt to Murder),22,0.95,2,8466126,80.2,Bail Denied
CAS-2026-2094,Property Dispute,Supreme Court of India,NI Act 138 (Cheque Bounce),19,0.29,0,203021,85.1,Bail Denied
CAS-2026-2095,Contract Violation,Karnataka High Court,IPC 420 (Cheating),1,0.33,0,7181159,56.9,Settlement Agreed
CAS-2026-2096,Criminal Breach of Trust,Supreme Court of India,IPC 307 (Attempt to Murder),7,0.96,0,2111562,47.1,Bail Granted
CAS-2026-2097,Criminal Breach of Trust,District & Sessions Court,IPC 498A (Cruelty),4,0.75,0,8488817,76.2,Bail Granted
CAS-2026-2098,Cyber Fraud,Karnataka High Court,IPC 120B (Criminal Conspiracy),1,0.72,1,8710679,73.1,Bail Granted
CAS-2026-2099,Criminal Breach of Trust,Bombay High Court,IT Act 66D,15,0.86,1,3906627,65.1,Case Dismissed
CAS-2026-2100,Cyber Fraud,Madras High Court,IPC 120B (Criminal Conspiracy),40,0.2,1,3003561,77.2,Bail Granted
CAS-2026-2101,Cyber Fraud,Bombay High Court,IPC 379 (Theft),12,0.73,0,5573024,72.5,Settlement Agreed
CAS-2026-2102,Contract Violation,Delhi High Court,IPC 120B (Criminal Conspiracy),22,0.55,0,316194,57.5,Settlement Agreed
CAS-2026-2103,Criminal Breach of Trust,Supreme Court of India,IPC 420 (Cheating),22,0.84,0,2554082,64.9,Bail Granted
CAS-2026-2104,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),47,0.55,3,6574467,66.4,Bail Denied
CAS-2026-2105,Cheque Bounce u/s 138,Karnataka High Court,IPC 379 (Theft),17,0.65,0,7065410,89.0,Settlement Agreed
CAS-2026-2106,Divorce & Maintenance,Karnataka High Court,NI Act 138 (Cheque Bounce),29,0.53,0,3697326,93.0,Bail Denied
CAS-2026-2107,Property Dispute,Supreme Court of India,IPC 498A (Cruelty),46,0.53,0,8496007,89.7,Case Dismissed
CAS-2026-2108,Property Dispute,District & Sessions Court,IT Act 66D,14,0.78,1,5857122,81.0,Settlement Agreed
CAS-2026-2109,Contract Violation,Supreme Court of India,IPC 498A (Cruelty),20,0.66,0,4957162,74.2,Bail Denied
CAS-2026-2110,Criminal Breach of Trust,Delhi High Court,IPC 120B (Criminal Conspiracy),33,0.66,0,6232138,79.5,Bail Granted
CAS-2026-2111,Criminal Breach of Trust,Bombay High Court,IPC 307 (Attempt to Murder),43,0.5,2,6764677,92.0,Case Dismissed
CAS-2026-2112,Cyber Fraud,Karnataka High Court,IPC 498A (Cruelty),15,0.57,2,1134023,57.5,Injunction Issued
CAS-2026-2113,Bail Application,Delhi High Court,NI Act 138 (Cheque Bounce),12,0.76,0,8277088,71.8,Injunction Issued
CAS-2026-2114,Cyber Fraud,Bombay High Court,IPC 120B (Criminal Conspiracy),40,0.84,0,8882153,79.5,Bail Granted
CAS-2026-2115,Divorce & Maintenance,Delhi High Court,IT Act 66D,20,0.72,1,400763,79.0,Case Dismissed
CAS-2026-2116,Cheque Bounce u/s 138,District & Sessions Court,IPC 379 (Theft),30,0.92,2,9544216,57.6,Case Dismissed
CAS-2026-2117,Property Dispute,Karnataka High Court,NI Act 138 (Cheque Bounce),38,0.83,0,3949182,74.3,Case Dismissed
CAS-2026-2118,Cyber Fraud,Supreme Court of India,IPC 120B (Criminal Conspiracy),3,0.6,0,1664458,84.8,Case Dismissed
CAS-2026-2119,Bail Application,Supreme Court of India,NI Act 138 (Cheque Bounce),28,0.7,0,8019584,68.8,Injunction Issued
CAS-2026-2120,Bail Application,Bombay High Court,IPC 498A (Cruelty),26,0.92,1,4342154,84.7,Bail Denied
CAS-2026-2121,Cyber Fraud,Madras High Court,IT Act 66D,30,0.65,0,1677586,63.0,Case Dismissed
CAS-2026-2122,Contract Violation,District & Sessions Court,IPC 379 (Theft),13,0.83,0,4574220,91.9,Bail Denied
CAS-2026-2123,Property Dispute,Bombay High Court,IPC 120B (Criminal Conspiracy),13,0.71,0,8836857,71.7,Case Dismissed
CAS-2026-2124,Contract Violation,Madras High Court,IPC 420 (Cheating),2,0.59,2,1086275,74.8,Settlement Agreed
CAS-2026-2125,Cheque Bounce u/s 138,Delhi High Court,IPC 379 (Theft),37,0.32,0,1510124,46.6,Settlement Agreed
CAS-2026-2126,Bail Application,District & Sessions Court,IPC 420 (Cheating),38,0.48,0,2632000,53.5,Settlement Agreed
CAS-2026-2127,Bail Application,Delhi High Court,NI Act 138 (Cheque Bounce),2,0.96,0,3494020,76.6,Case Dismissed
CAS-2026-2128,Divorce & Maintenance,Karnataka High Court,IPC 307 (Attempt to Murder),36,0.69,0,9960685,66.0,Bail Denied
CAS-2026-2129,Cheque Bounce u/s 138,District & Sessions Court,IPC 379 (Theft),26,0.6,0,910586,70.4,Injunction Issued
CAS-2026-2130,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),11,0.93,1,7853302,48.1,Bail Granted
CAS-2026-2131,Cheque Bounce u/s 138,Karnataka High Court,IPC 420 (Cheating),8,0.62,0,9917539,86.7,Injunction Issued
CAS-2026-2132,Property Dispute,Supreme Court of India,IPC 498A (Cruelty),44,0.57,2,1699826,84.2,Case Dismissed
CAS-2026-2133,Criminal Breach of Trust,Madras High Court,IPC 498A (Cruelty),40,0.78,0,1448483,54.3,Settlement Agreed
CAS-2026-2134,Bail Application,Bombay High Court,IPC 307 (Attempt to Murder),43,0.73,0,9647474,76.7,Settlement Agreed
CAS-2026-2135,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),22,0.27,0,1081598,85.9,Bail Denied
CAS-2026-2136,Property Dispute,Supreme Court of India,IPC 379 (Theft),20,0.52,0,4142974,77.0,Case Dismissed
CAS-2026-2137,Cyber Fraud,Bombay High Court,IPC 379 (Theft),8,0.52,0,9294504,60.5,Injunction Issued
CAS-2026-2138,Cheque Bounce u/s 138,District & Sessions Court,NI Act 138 (Cheque Bounce),29,0.44,1,9448148,77.8,Case Dismissed
CAS-2026-2139,Cyber Fraud,Supreme Court of India,IT Act 66D,40,0.56,1,9229773,55.5,Case Dismissed
CAS-2026-2140,Contract Violation,Madras High Court,IT Act 66D,26,0.47,0,8520149,60.9,Settlement Agreed
CAS-2026-2141,Property Dispute,Karnataka High Court,IPC 307 (Attempt to Murder),30,0.28,3,8964367,57.0,Injunction Issued
CAS-2026-2142,Cyber Fraud,Supreme Court of India,IPC 379 (Theft),17,0.47,0,2944510,72.8,Bail Granted
CAS-2026-2143,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),20,0.16,1,4423492,50.4,Settlement Agreed
CAS-2026-2144,Cheque Bounce u/s 138,Delhi High Court,IPC 498A (Cruelty),16,0.61,0,308150,91.7,Injunction Issued
CAS-2026-2145,Criminal Breach of Trust,Madras High Court,IPC 420 (Cheating),46,0.86,0,2673338,61.7,Bail Denied
CAS-2026-2146,Property Dispute,Karnataka High Court,NI Act 138 (Cheque Bounce),43,0.75,1,1958777,55.9,Settlement Agreed
CAS-2026-2147,Bail Application,Madras High Court,IT Act 66D,7,0.42,0,6610529,69.8,Bail Denied
CAS-2026-2148,Divorce & Maintenance,Bombay High Court,IT Act 66D,16,0.18,0,580620,58.8,Settlement Agreed
CAS-2026-2149,Contract Violation,Karnataka High Court,IPC 498A (Cruelty),45,0.28,0,5035500,71.7,Case Dismissed
CAS-2026-2150,Cheque Bounce u/s 138,District & Sessions Court,IPC 498A (Cruelty),47,0.59,0,4963099,62.4,Injunction Issued
CAS-2026-2151,Property Dispute,Delhi High Court,IPC 420 (Cheating),27,0.28,1,5019314,51.6,Bail Denied
CAS-2026-2152,Property Dispute,Bombay High Court,IPC 498A (Cruelty),23,0.58,0,7093152,58.3,Settlement Agreed
CAS-2026-2153,Criminal Breach of Trust,District & Sessions Court,IPC 307 (Attempt to Murder),24,0.31,2,6296519,66.9,Bail Denied
CAS-2026-2154,Criminal Breach of Trust,Madras High Court,IPC 420 (Cheating),9,0.86,0,1222207,46.5,Settlement Agreed
CAS-2026-2155,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),35,0.45,0,9312949,83.5,Settlement Agreed
CAS-2026-2156,Contract Violation,Delhi High Court,IPC 120B (Criminal Conspiracy),20,0.32,1,2790927,76.1,Bail Granted
CAS-2026-2157,Divorce & Maintenance,Bombay High Court,NI Act 138 (Cheque Bounce),37,0.82,0,3136124,75.1,Bail Granted
CAS-2026-2158,Bail Application,District & Sessions Court,IPC 498A (Cruelty),42,0.41,2,527557,72.3,Bail Granted
CAS-2026-2159,Bail Application,District & Sessions Court,IPC 307 (Attempt to Murder),17,0.2,0,2265456,74.5,Bail Denied
CAS-2026-2160,Divorce & Maintenance,Delhi High Court,IPC 379 (Theft),47,0.61,0,465750,91.7,Case Dismissed
CAS-2026-2161,Contract Violation,Madras High Court,IPC 498A (Cruelty),31,0.62,0,7617618,45.4,Settlement Agreed
CAS-2026-2162,Divorce & Maintenance,Delhi High Court,IT Act 66D,8,0.74,0,7867227,47.4,Injunction Issued
CAS-2026-2163,Contract Violation,District & Sessions Court,IT Act 66D,15,0.31,0,584103,54.6,Bail Granted
CAS-2026-2164,Contract Violation,Supreme Court of India,IT Act 66D,31,0.49,1,2252259,53.4,Bail Denied
CAS-2026-2165,Cyber Fraud,Bombay High Court,IPC 379 (Theft),30,0.35,0,3490919,54.1,Bail Denied
CAS-2026-2166,Cheque Bounce u/s 138,Delhi High Court,IT Act 66D,46,0.17,0,6741497,78.6,Bail Denied
CAS-2026-2167,Contract Violation,District & Sessions Court,IPC 120B (Criminal Conspiracy),20,0.88,0,7512609,68.0,Injunction Issued
CAS-2026-2168,Criminal Breach of Trust,Madras High Court,IPC 498A (Cruelty),39,0.75,0,7131119,94.6,Injunction Issued
CAS-2026-2169,Contract Violation,District & Sessions Court,IT Act 66D,12,0.37,0,4555237,56.3,Bail Granted
CAS-2026-2170,Contract Violation,Madras High Court,IPC 420 (Cheating),17,0.63,1,5971348,60.5,Injunction Issued
CAS-2026-2171,Contract Violation,Delhi High Court,IPC 379 (Theft),42,0.28,1,2479220,94.2,Bail Granted
CAS-2026-2172,Cyber Fraud,Madras High Court,IPC 120B (Criminal Conspiracy),30,0.89,1,3619065,86.6,Injunction Issued
CAS-2026-2173,Cyber Fraud,Karnataka High Court,IPC 420 (Cheating),29,0.2,1,7060698,68.5,Injunction Issued
CAS-2026-2174,Bail Application,Karnataka High Court,IPC 420 (Cheating),19,0.1,0,1884210,72.7,Injunction Issued
CAS-2026-2175,Cyber Fraud,Karnataka High Court,IPC 420 (Cheating),46,0.55,1,5298363,87.2,Bail Granted
CAS-2026-2176,Criminal Breach of Trust,Supreme Court of India,IPC 420 (Cheating),11,0.62,0,7441127,69.0,Settlement Agreed
CAS-2026-2177,Criminal Breach of Trust,Delhi High Court,IPC 498A (Cruelty),34,0.62,0,2563501,55.3,Bail Granted
CAS-2026-2178,Cyber Fraud,District & Sessions Court,IT Act 66D,7,0.15,0,9517327,86.4,Settlement Agreed
CAS-2026-2179,Divorce & Maintenance,District & Sessions Court,NI Act 138 (Cheque Bounce),44,0.38,0,2919127,71.9,Bail Denied
CAS-2026-2180,Cheque Bounce u/s 138,Supreme Court of India,IPC 498A (Cruelty),34,0.54,1,6879865,52.7,Bail Denied
CAS-2026-2181,Cyber Fraud,Madras High Court,IPC 498A (Cruelty),20,0.29,0,5126014,70.3,Bail Granted
CAS-2026-2182,Contract Violation,Supreme Court of India,IPC 120B (Criminal Conspiracy),38,0.88,1,2032919,65.7,Settlement Agreed
CAS-2026-2183,Property Dispute,Madras High Court,IPC 120B (Criminal Conspiracy),24,0.18,0,6350674,88.8,Settlement Agreed
CAS-2026-2184,Cheque Bounce u/s 138,Madras High Court,IT Act 66D,10,0.53,0,7720520,51.3,Settlement Agreed
CAS-2026-2185,Cheque Bounce u/s 138,Bombay High Court,NI Act 138 (Cheque Bounce),32,0.72,1,8751964,88.8,Bail Denied
CAS-2026-2186,Criminal Breach of Trust,District & Sessions Court,IPC 120B (Criminal Conspiracy),15,0.33,0,8084705,70.6,Bail Granted
CAS-2026-2187,Cheque Bounce u/s 138,Karnataka High Court,IT Act 66D,37,0.66,0,9615968,65.2,Case Dismissed
CAS-2026-2188,Cyber Fraud,Madras High Court,IT Act 66D,20,0.84,0,8831896,53.1,Settlement Agreed
CAS-2026-2189,Contract Violation,Bombay High Court,IPC 307 (Attempt to Murder),3,0.27,0,2102507,80.0,Settlement Agreed
CAS-2026-2190,Contract Violation,District & Sessions Court,NI Act 138 (Cheque Bounce),37,0.92,0,2752808,91.3,Case Dismissed
CAS-2026-2191,Bail Application,Karnataka High Court,IPC 120B (Criminal Conspiracy),40,0.59,0,4877376,63.8,Bail Granted
CAS-2026-2192,Contract Violation,Madras High Court,NI Act 138 (Cheque Bounce),8,0.37,2,9898972,57.1,Settlement Agreed
CAS-2026-2193,Contract Violation,Madras High Court,IPC 498A (Cruelty),40,0.48,1,7466829,72.7,Bail Granted
CAS-2026-2194,Criminal Breach of Trust,Supreme Court of India,IPC 498A (Cruelty),44,0.38,1,1458293,84.8,Settlement Agreed
CAS-2026-2195,Contract Violation,Supreme Court of India,NI Act 138 (Cheque Bounce),23,0.75,1,2011128,45.2,Injunction Issued
CAS-2026-2196,Bail Application,District & Sessions Court,IPC 307 (Attempt to Murder),40,0.81,0,4856497,76.6,Settlement Agreed
CAS-2026-2197,Property Dispute,Karnataka High Court,IPC 307 (Attempt to Murder),11,0.84,0,5233381,74.8,Injunction Issued
CAS-2026-2198,Cyber Fraud,Madras High Court,NI Act 138 (Cheque Bounce),46,0.98,0,3886065,60.9,Bail Granted
CAS-2026-2199,Criminal Breach of Trust,District & Sessions Court,IPC 120B (Criminal Conspiracy),8,0.8,0,4948243,67.6,Settlement Agreed
CAS-2026-2200,Property Dispute,District & Sessions Court,IPC 379 (Theft),29,0.64,3,2525358,57.3,Bail Denied
CAS-2026-2201,Criminal Breach of Trust,Delhi High Court,IPC 307 (Attempt to Murder),30,0.4,0,7745639,84.5,Bail Denied
CAS-2026-2202,Divorce & Maintenance,Supreme Court of India,IPC 420 (Cheating),10,0.58,0,4017430,76.7,Case Dismissed
CAS-2026-2203,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),39,0.14,0,9163110,71.6,Bail Denied
CAS-2026-2204,Divorce & Maintenance,Madras High Court,NI Act 138 (Cheque Bounce),28,0.76,0,2205777,64.6,Injunction Issued
CAS-2026-2205,Contract Violation,District & Sessions Court,IPC 420 (Cheating),36,0.5,0,5644223,59.6,Bail Denied
CAS-2026-2206,Property Dispute,Madras High Court,NI Act 138 (Cheque Bounce),13,0.12,0,2490514,86.1,Bail Denied
CAS-2026-2207,Contract Violation,Delhi High Court,IT Act 66D,32,0.16,0,6042712,67.6,Bail Denied
CAS-2026-2208,Cheque Bounce u/s 138,Karnataka High Court,IPC 498A (Cruelty),36,0.44,0,1271758,70.1,Settlement Agreed
CAS-2026-2209,Criminal Breach of Trust,District & Sessions Court,IPC 498A (Cruelty),37,0.62,0,5376085,71.0,Case Dismissed
CAS-2026-2210,Cheque Bounce u/s 138,Madras High Court,IPC 307 (Attempt to Murder),26,0.51,0,7549116,67.4,Bail Granted
CAS-2026-2211,Bail Application,Supreme Court of India,IPC 307 (Attempt to Murder),22,0.65,1,7285180,57.8,Case Dismissed
CAS-2026-2212,Cheque Bounce u/s 138,Delhi High Court,IPC 420 (Cheating),4,0.53,0,1042639,51.0,Injunction Issued
CAS-2026-2213,Bail Application,Karnataka High Court,IT Act 66D,31,0.69,0,8123556,49.9,Settlement Agreed
CAS-2026-2214,Cheque Bounce u/s 138,Delhi High Court,NI Act 138 (Cheque Bounce),18,0.3,3,9480601,82.9,Settlement Agreed
CAS-2026-2215,Cyber Fraud,Supreme Court of India,IT Act 66D,38,0.2,0,9999510,56.2,Bail Denied
CAS-2026-2216,Bail Application,Karnataka High Court,IPC 498A (Cruelty),24,0.63,1,5271666,47.8,Bail Denied
CAS-2026-2217,Property Dispute,Delhi High Court,IPC 420 (Cheating),23,0.53,2,7199492,84.9,Injunction Issued
CAS-2026-2218,Contract Violation,Bombay High Court,IPC 379 (Theft),22,0.12,0,1380280,52.7,Settlement Agreed
CAS-2026-2219,Contract Violation,Supreme Court of India,IPC 420 (Cheating),2,0.44,1,7557451,76.3,Bail Granted
CAS-2026-2220,Divorce & Maintenance,Supreme Court of India,IPC 120B (Criminal Conspiracy),31,0.19,1,5646811,61.9,Case Dismissed
CAS-2026-2221,Contract Violation,Supreme Court of India,IPC 420 (Cheating),11,0.57,0,7227470,51.3,Settlement Agreed
CAS-2026-2222,Criminal Breach of Trust,Bombay High Court,IT Act 66D,28,0.45,0,2950310,65.7,Bail Granted
CAS-2026-2223,Cyber Fraud,Bombay High Court,IPC 120B (Criminal Conspiracy),46,0.65,2,4115789,45.7,Bail Granted
CAS-2026-2224,Cheque Bounce u/s 138,Madras High Court,IPC 120B (Criminal Conspiracy),32,0.82,1,5086518,87.1,Case Dismissed
CAS-2026-2225,Divorce & Maintenance,District & Sessions Court,IPC 120B (Criminal Conspiracy),5,0.37,0,9079666,70.7,Bail Granted
CAS-2026-2226,Criminal Breach of Trust,Delhi High Court,IPC 379 (Theft),38,0.96,0,3827661,52.0,Injunction Issued
CAS-2026-2227,Criminal Breach of Trust,Madras High Court,IPC 420 (Cheating),10,0.58,1,1379372,56.8,Bail Granted
CAS-2026-2228,Bail Application,Delhi High Court,IT Act 66D,40,0.65,0,4195228,67.4,Injunction Issued
CAS-2026-2229,Contract Violation,District & Sessions Court,IPC 420 (Cheating),46,0.71,0,5867034,54.4,Bail Granted
CAS-2026-2230,Property Dispute,Bombay High Court,IPC 379 (Theft),24,0.69,1,8937010,58.4,Bail Denied
CAS-2026-2231,Property Dispute,District & Sessions Court,IPC 498A (Cruelty),35,0.55,0,8203292,71.7,Bail Granted
CAS-2026-2232,Divorce & Maintenance,Bombay High Court,IPC 307 (Attempt to Murder),44,0.48,0,2549851,86.6,Injunction Issued
CAS-2026-2233,Cyber Fraud,District & Sessions Court,IT Act 66D,23,0.15,1,6607552,65.1,Bail Granted
CAS-2026-2234,Property Dispute,Madras High Court,IT Act 66D,17,0.12,1,8770441,80.8,Bail Granted
CAS-2026-2235,Cheque Bounce u/s 138,Karnataka High Court,IPC 420 (Cheating),1,0.42,0,1635834,88.8,Bail Granted
CAS-2026-2236,Property Dispute,Madras High Court,IPC 307 (Attempt to Murder),31,0.4,0,2542547,55.8,Injunction Issued
CAS-2026-2237,Divorce & Maintenance,Delhi High Court,NI Act 138 (Cheque Bounce),31,0.45,0,1336968,85.4,Bail Granted
CAS-2026-2238,Property Dispute,Madras High Court,NI Act 138 (Cheque Bounce),42,0.22,3,3178882,82.9,Case Dismissed
CAS-2026-2239,Cheque Bounce u/s 138,Supreme Court of India,IPC 379 (Theft),42,0.76,0,1621093,62.8,Case Dismissed
CAS-2026-2240,Bail Application,Delhi High Court,NI Act 138 (Cheque Bounce),34,0.86,0,2088022,94.5,Injunction Issued
CAS-2026-2241,Cyber Fraud,District & Sessions Court,IT Act 66D,9,0.94,0,5381592,58.1,Bail Denied
CAS-2026-2242,Divorce & Maintenance,Delhi High Court,NI Act 138 (Cheque Bounce),22,0.54,1,7636381,57.7,Case Dismissed
CAS-2026-2243,Bail Application,Karnataka High Court,IPC 498A (Cruelty),13,0.72,0,8511159,83.6,Settlement Agreed
CAS-2026-2244,Bail Application,Bombay High Court,IPC 498A (Cruelty),25,0.86,0,3293796,66.7,Case Dismissed
CAS-2026-2245,Bail Application,District & Sessions Court,IPC 498A (Cruelty),18,0.47,0,8582216,61.5,Settlement Agreed
CAS-2026-2246,Criminal Breach of Trust,Delhi High Court,NI Act 138 (Cheque Bounce),12,0.38,1,8457038,53.9,Injunction Issued
CAS-2026-2247,Cyber Fraud,District & Sessions Court,IPC 379 (Theft),40,0.93,0,8775147,83.3,Bail Denied
CAS-2026-2248,Contract Violation,District & Sessions Court,IPC 120B (Criminal Conspiracy),17,0.56,0,6639108,84.3,Settlement Agreed
CAS-2026-2249,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),15,0.54,0,3149307,73.3,Settlement Agreed
CAS-2026-2250,Criminal Breach of Trust,Bombay High Court,IPC 307 (Attempt to Murder),42,0.26,1,6642683,92.9,Case Dismissed
CAS-2026-2251,Contract Violation,Madras High Court,IPC 120B (Criminal Conspiracy),15,0.2,0,2901818,60.9,Settlement Agreed
CAS-2026-2252,Cyber Fraud,District & Sessions Court,IPC 120B (Criminal Conspiracy),15,0.85,0,6019586,56.0,Injunction Issued
CAS-2026-2253,Bail Application,Supreme Court of India,IPC 498A (Cruelty),39,0.65,0,4145721,78.9,Injunction Issued
CAS-2026-2254,Divorce & Maintenance,Karnataka High Court,IPC 498A (Cruelty),13,0.39,2,1963032,82.9,Injunction Issued
CAS-2026-2255,Contract Violation,Bombay High Court,NI Act 138 (Cheque Bounce),17,0.27,0,5044614,56.2,Case Dismissed
CAS-2026-2256,Cheque Bounce u/s 138,Delhi High Court,IPC 307 (Attempt to Murder),32,0.59,3,7952016,48.8,Bail Denied
CAS-2026-2257,Cheque Bounce u/s 138,Bombay High Court,IPC 420 (Cheating),9,0.62,1,7874066,85.5,Case Dismissed
CAS-2026-2258,Property Dispute,Delhi High Court,IT Act 66D,40,0.28,0,7970267,93.8,Injunction Issued
CAS-2026-2259,Contract Violation,Bombay High Court,IPC 307 (Attempt to Murder),20,0.86,0,3189809,77.2,Case Dismissed
CAS-2026-2260,Divorce & Maintenance,Delhi High Court,IPC 307 (Attempt to Murder),26,0.17,0,7919488,58.9,Injunction Issued
CAS-2026-2261,Criminal Breach of Trust,District & Sessions Court,IPC 379 (Theft),27,0.42,0,1478148,94.8,Bail Granted
CAS-2026-2262,Bail Application,Madras High Court,NI Act 138 (Cheque Bounce),21,0.71,0,3144410,89.7,Bail Granted
CAS-2026-2263,Property Dispute,Delhi High Court,IPC 379 (Theft),18,0.34,0,4162118,70.7,Settlement Agreed
CAS-2026-2264,Cheque Bounce u/s 138,Delhi High Court,IPC 307 (Attempt to Murder),13,0.84,2,338826,86.3,Bail Denied
CAS-2026-2265,Criminal Breach of Trust,Supreme Court of India,IPC 307 (Attempt to Murder),16,0.76,0,1817354,85.8,Bail Granted
CAS-2026-2266,Criminal Breach of Trust,Delhi High Court,IPC 307 (Attempt to Murder),9,0.8,1,9239390,91.7,Injunction Issued
CAS-2026-2267,Bail Application,Supreme Court of India,IPC 120B (Criminal Conspiracy),12,0.21,0,581809,87.0,Case Dismissed
CAS-2026-2268,Contract Violation,Karnataka High Court,IT Act 66D,44,0.23,0,9723440,77.2,Case Dismissed
CAS-2026-2269,Cheque Bounce u/s 138,District & Sessions Court,IT Act 66D,38,0.35,1,8362369,75.5,Settlement Agreed
CAS-2026-2270,Divorce & Maintenance,Supreme Court of India,IPC 379 (Theft),19,0.56,0,7384390,68.4,Case Dismissed
CAS-2026-2271,Criminal Breach of Trust,Madras High Court,IPC 307 (Attempt to Murder),7,0.77,1,1918182,76.3,Bail Granted
CAS-2026-2272,Bail Application,District & Sessions Court,IT Act 66D,35,0.84,0,4467209,84.8,Case Dismissed
CAS-2026-2273,Divorce & Maintenance,Supreme Court of India,IPC 498A (Cruelty),18,0.73,0,8882389,93.5,Bail Granted
CAS-2026-2274,Contract Violation,District & Sessions Court,IT Act 66D,16,0.93,1,5516797,68.4,Bail Granted
CAS-2026-2275,Cheque Bounce u/s 138,District & Sessions Court,NI Act 138 (Cheque Bounce),39,0.76,0,2789290,73.7,Bail Denied
CAS-2026-2276,Contract Violation,District & Sessions Court,NI Act 138 (Cheque Bounce),4,0.37,0,137180,67.2,Settlement Agreed
CAS-2026-2277,Criminal Breach of Trust,Karnataka High Court,IT Act 66D,25,0.34,2,9122584,78.4,Injunction Issued
CAS-2026-2278,Divorce & Maintenance,Madras High Court,IPC 498A (Cruelty),32,0.72,0,7646691,76.5,Bail Granted
CAS-2026-2279,Divorce & Maintenance,Bombay High Court,NI Act 138 (Cheque Bounce),40,0.27,2,5711544,45.9,Settlement Agreed
CAS-2026-2280,Divorce & Maintenance,Bombay High Court,IPC 120B (Criminal Conspiracy),13,0.18,1,5470015,72.1,Injunction Issued
CAS-2026-2281,Criminal Breach of Trust,Supreme Court of India,IT Act 66D,45,0.57,1,2351347,49.4,Case Dismissed
